ACCESSIONNUMBER,ENTITYNAME,CIK,STREET1,STREET2,CITY,STATEORCOUNTRY,ZIPCODE,TOTALAMOUNTSOLD,TOTALOFFERINGAMOUNT,FILING_DATE,source_quarter
0001798553-25-000002,"Ibex Biosciences, Inc.",0001798553,9610 Medical Center Drive,,Rockville,MD,20850,70000,12500000,20-FEB-2025,2025Q1
0001493152-25-007569,"Matinas BioPharma Holdings, Inc.",0001582554,1545 ROUTE 206 SOUTH,SUITE 302,BEDMINSTER,NJ,07921,1650000,3300000,19-FEB-2025,2025Q1
0001940250-25-000001,"Biolog, Inc. /DE/",0001940250,21124 CABOT BLVD.,,HAYWARD,CA,94545,16122991,17122980,19-FEB-2025,2025Q1
0001692147-25-000003,"Abcuro, Inc.",0001692147,55 CHAPEL ST SUITE 200,,NEWTON,MA,02458,79999955,199999869,19-FEB-2025,2025Q1
0000929638-25-000820,"Vitalis Therapeutics, Inc.",0002026886,"93 4TH AVENUE, #19",,NEW YORK,NY,10003,1954956,3004968,19-FEB-2025,2025Q1
0001820532-25-000003,Nanocan Therapeutics Corp,0001820532,137 NATIONAL PLZ STE 300,,NATIONAL HARBOR,MD,20745,5059984,6457220,18-FEB-2025,2025Q1
0001960774-25-000002,Neuro-Innovators LLC,0001960774,804 PERSIMMON RD.,,SEWICKLEY,PA,15143,540183,3390172,18-FEB-2025,2025Q1
0001829126-25-001006,"Cyclacel Pharmaceuticals, Inc.",0001130166,"200 CONNELL DRIVE, SUITE 1500",,BERKELEY HEIGHTS,NJ,07922,0,0,14-FEB-2025,2025Q1
0001231919-25-000022,"Tectonic Therapeutic, Inc.",0001681087,490 ARSENAL WAY,SUITE 210,WATERTOWN,MA,02472,185027642,185027642,14-FEB-2025,2025Q1
0001832917-25-000001,Phlow Corp.,0001832917,424 HULL STREET,SUITE 400,RICHMOND,VA,23224,30527397,40000000,14-FEB-2025,2025Q1
0002056611-25-000001,"Latigo Biotherapeutics, Inc.",0002056611,1300 RANCHO CONEJO BLVD. SUITE 305,,THOUSAND OAKS,CA,91320,49999995,149999990,13-FEB-2025,2025Q1
0001079973-25-000195,"Scorpius Holdings, Inc.",0001476963,627 DAVIS DRIVE,SUITE 300,MORRISVILLE,NC,27560,600000,600000,12-FEB-2025,2025Q1
0001946563-25-000001,"60 DEGREES PHARMACEUTICALS, INC.",0001946563,1025 CONNECTICUT AVENUE NW,SUITE 1000,WASHINGTON,DC,20036,1043002,1043002,11-FEB-2025,2025Q1
0001691625-25-000001,"AXIAL THERAPEUTICS, INC.",0001691625,"400 TRADECENTER DRIVE, SUITE 6990",,WOBURN,MA,01801,19379799,22000000,11-FEB-2025,2025Q1
0001493152-25-005840,RetinalGenix Technologies Inc.,0001836295,409 APOLLO BEACH BLVD,SUITE 6,APOLLO BEACH,FL,33572-2281,653089,5000000,11-FEB-2025,2025Q1
0002055270-25-000001,Renthera Corp,0002055270,800 BRAZOS ST.,SUITE 703,AUSTIN,TX,78701,0,25000000,11-FEB-2025,2025Q1
0001213900-25-011898,"Lomond Therapeutics Holdings, Inc.",0001900520,"8 THE GREEN, SUITE 8490",,DOVER,DE,19901,53915492,63915492,11-FEB-2025,2025Q1
0001947620-25-000001,Lapix Therapeutics Inc.,0001947620,75 KNEELAND STREET,14TH FLOOR,BOSTON,MA,02111,5520946,6000000,10-FEB-2025,2025Q1
0001766366-25-000001,"Allay Therapeutics, Inc.",0001766366,2720 ZANKER ROAD,,SAN JOSE,CA,95134,44999997,59999995,10-FEB-2025,2025Q1
0001778151-25-000001,"Seneca Therapeutics, Inc.",0001778151,202 ST. ANDREWS COURT,,BLUE BELL,PA,19422,1636582,8000000,07-FEB-2025,2025Q1
0001819934-25-000001,Ambagon Therapeutics Inc.,0001819934,"De Lismortel 31, Catalyst Business Ctr",,Eindhoven,P7,5612 AR,5000000,12000000,07-FEB-2025,2025Q1
0001998609-25-000004,"Aer Therapeutics, Inc.",0001959576,400 W NORTH STREET,SUITE 112,RALEIGH,NC,27603,5000000,5000000,07-FEB-2025,2025Q1
0001723176-25-000001,"Second Heart Assist, Inc.",0001723176,340 E 400 S,Suite 225,SALT LAKE CITY,UT,84111,16978238,Indefinite,07-FEB-2025,2025Q1
0001465704-25-000001,"BIOPOLY, LLC",0001465704,7136 GETTYSBURG PIKE,,FORT WAYNE,IN,46804,1096500,4000000,06-FEB-2025,2025Q1
0002054472-25-000002,Nanopath Inc,0001940981,750 MAIN STREET,,CAMBRIDGE,MA,02139,5341000,6000000,06-FEB-2025,2025Q1
0001704675-25-000002,"ChromaCode, Inc.",0001704675,"2292 FARADAY AVENUE, SUITE 110",,CARLSBAD,CA,92008,3849998,4999997,05-FEB-2025,2025Q1
0001594078-25-000001,NanoPharmaceuticals LLC,0001594078,185 Jordan Road,Suite 4,Troy,NY,12180,622500,2400000,04-FEB-2025,2025Q1
0001878646-25-000003,"Cupron Performance Additives, Inc.",0002054678,4329 NOVEMBER AVENUE,,RICHMOND,VA,23231,4400000,7503360,03-FEB-2025,2025Q1
0001892288-25-000002,Oral Genome Corp.,0001892288,"7720 RANCHO SANTA FE RD., SUITE 225",,CARLSBAD,CA,92009,3107595,5107595,31-JAN-2025,2025Q1
0001811553-25-000001,"Inceptor Bio, LLC",0001811553,2450 PERIMETER PARK DR.,SUITE 200,MORRISVILLE,NC,27560,3275000,3400000,31-JAN-2025,2025Q1
0002054406-25-000001,"MH3D, Inc.",0002054406,3050 UNION LAKE ROAD,#8F-178,COMMERCE TOWNSHIP,MI,48382,3313000,5000000,30-JAN-2025,2025Q1
0002050545-25-000001,"BioPhoundry, Inc.",0002050545,1521 E FRANKLIN ST,C212,CHAPEL HILL,NC,27514,1145098,1244100,29-JAN-2025,2025Q1
0001493152-25-003984,"Kairos Pharma, LTD.",0001962011,"2355 WESTWOOD BLVD., #139",,LOS ANGELES,CA,90064,3497500,8750000,28-JAN-2025,2025Q1
0001935303-25-000001,"Syenex, Inc.",0001935303,"1801 Maple Ave, Suite 6210",,Evanston,IL,60201,8662428,8662428,27-JAN-2025,2025Q1
0002051396-25-000001,"Precision Genetics, Inc.",0002051396,430 ROPER MOUNTAIN ROAD,SUITE B,GREENVILLE,SC,29615,1000000,1000000,27-JAN-2025,2025Q1
0002053139-25-000001,"Tune Therapeutics, Inc.",0002053139,"1930 Boren Avenue, Floor 5",,SEATTLE,WA,98101,182414405,208045929,24-JAN-2025,2025Q1
0002015543-25-000001,Pi Health Inc.,0002015543,55 CAMBRIDGE PARKWAY,SUITE 700,CAMBRIDGE,MA,02142,28725,28725,23-JAN-2025,2025Q1
0002052714-25-000001,Valid Inc.,0002052714,8 SPRINGHILL ROAD,,WAYLAND,MA,01778,6861790,6861790,22-JAN-2025,2025Q1
0001231919-25-000012,"Immunovant, Inc.",0001764013,320 WEST 37TH STREET,,NEW YORK,NY,10018,450000000,450000000,21-JAN-2025,2025Q1
0002051096-25-000001,Scudo Biosciences Inc,0002051096,11002 W OCEAN AIR DRIVE,#3122,SAN DIEGO,X1,92130,50000,500000,16-JAN-2025,2025Q1
0001773293-25-000002,"Rivus Pharmaceuticals, Inc.",0001773293,"501 LOCUST AVENUE, SUITE 301",,CHARLOTTESVILLE,VA,22902,56979133,56979133,16-JAN-2025,2025Q1
0002049625-25-000001,"Gulf Sterilization, Inc.",0002049625,4345 HALLS MILL ROAD SUITE A,,MOBILE,AL,36693,100000,Indefinite,16-JAN-2025,2025Q1
0001804959-25-000001,"Hinge Bio, Inc.",0001804959,"863 MITTEN ROAD, SUITE 100L",,BURLINGAME,CA,94010,30596388,40800009,15-JAN-2025,2025Q1
0002018057-25-000001,"ImmunoGenesis, Inc.",0002018057,"263 North Main St., Apt 417",,Doylestown,PA,18901,5749998,24999999,15-JAN-2025,2025Q1
0002046652-25-000001,Cubed Biotech Inc.,0002046652,275 KESMARK STREET,,DOLLARD-DES ORMEAUX,A8,H9B 3J1,500000,1000000,15-JAN-2025,2025Q1
0002051755-25-000001,"Larmor Biosystems, Inc.",0002051755,65 ENTERPRISE,,ALISO VIEJO,CA,92656,242000,500000,14-JAN-2025,2025Q1
0001904252-25-000001,"Normunity Holding Company, LLC",0001904252,One Beacon Street,15th Floor,Boston,MA,02108,37500000,75000000,14-JAN-2025,2025Q1
0001963808-25-000002,Concord Medical Technology Corp,0001963808,4200 James Ray Drive,,GRAND FORKS,ND,58202,1500,17500,14-JAN-2025,2025Q1
0000897069-25-000101,Cambrian BioPharma Inc,0001797409,228 PARK AVENUE S.,#66643,NEW YORK,NY,10003,23022065,37602297,13-JAN-2025,2025Q1
0000950123-25-000248,"Galera Therapeutics, Inc.",0001563577,45 Liberty Boulevard,SUITE 230,MALVERN,PA,19355,2738355,2738355,13-JAN-2025,2025Q1
0001824762-25-000001,"Aviceda Therapeutics, Inc.",0001824762,"ONE BROADWAY, 14TH FLOOR",,CAMBRIDGE,MA,02142,74999940,207499882,13-JAN-2025,2025Q1
0001943908-25-000001,"Cytex Therapeutics, Inc.",0001943908,2609 N. DUKE STREET,SUITE 303A,DURHAM,NC,27704,125000,2000000,10-JAN-2025,2025Q1
0001437749-25-000805,"Peytant Solutions, Inc.",0001652372,3650 Annapolis Lane,#180,Plymouth,MN,55447,2890724,5000000,10-JAN-2025,2025Q1
0002010025-25-000001,"DermOQ, Inc.",0002010025,"14930 VENTURA BLVD, STE 325",,SHERMAN OAKS,CA,91403,8352108,12359189,08-JAN-2025,2025Q1
0001833506-25-000003,"Heligenics, Inc.",0001833506,10530 DISCOVERY DR,,LAS VEGAS,NV,89135,2631775,2631775,08-JAN-2025,2025Q1
0002044950-25-000001,"Bambusa Therapeutics, Inc.",0002044950,"ONE MARINA PARK DRIVE, SUITE 1410",,BOSTON,MA,02210,5099997,5099997,08-JAN-2025,2025Q1
0000950157-25-000049,Orcosa Inc.,0001852165,7 Graphics Drive,,Ewing,NJ,08628,7275000,15521640,07-JAN-2025,2025Q1
0001213900-25-001622,Inspira Technologies OXY B.H.N. Ltd,0001837493,2 HA-TIDHAR ST.,,RA'ANANA,L3,4366504,8295686,8295686,07-JAN-2025,2025Q1
0001104659-25-001659,PSYENCE BIOMEDICAL LTD.,0001985062,121 RICHMOND STREET WEST PENTHOUSE,SUITE 1300,TORONTO,A6,M5H 2K1,2000000,2000000,07-JAN-2025,2025Q1
0002051104-25-000001,Land Medicine Inc.,0002051104,21 PIER 7,,CHARLESTOWN,MA,02129,16911616,88301893,07-JAN-2025,2025Q1
0002051051-25-000001,"Rila Therapeutics, Inc.",0002051051,280 UTAH AVENUE,SUITE 250,SOUTH SAN FRANCISCO,CA,94080,6978195,10759378,07-JAN-2025,2025Q1
0001759213-25-000003,"SimBioSys, Inc.",0001759213,"320 N. SANGAMON STREET, 7TH FLOOR",,CHICAGO,IL,60607,5246777,8000000,06-JAN-2025,2025Q1
0001421642-25-000001,Satellos Bioscience Inc.,0001421642,"ROYAL BANK PLAZA, S. TOWER, 200 BAY ST.",SUITE 2800,TORONTO,A6,M5J 2J1,25016264,25016264,03-JAN-2025,2025Q1
0001673772-25-000001,"RAPT Therapeutics, Inc.",0001673772,561 ECCLES AVENUE,,SOUTH SAN FRANCISCO,CA,94080,149984200,149984200,03-JAN-2025,2025Q1
0001582636-25-000001,"ALZHEON, INC.",0001582636,111 SPEEN STREET,SUITE 306,FRAMINGHAM,MA,01701,125000031,125000031,02-JAN-2025,2025Q1
0001873404-25-000002,"Savanna Biotherapeutics, Inc.",0001873404,"C/O UNIVERSITY LAB PARTNERS, CURIE HALL",1 UNIVERSITY DRIVE,ALISO VIEJO,CA,92656,12999997,59999993,30-JUN-2025,2025Q2
0002074283-25-000001,"iXpressGenes, Inc.",0002074283,601 GENOME WAY NORTHWEST,,HUNTSVILLE,AL,35806,2370000,4184000,26-JUN-2025,2025Q2
0002041370-25-000002,"Dash Bio, Inc.",0002041370,56 BROAD STREET,STE 14011,BOSTON,MA,02109,10999976,Indefinite,26-JUN-2025,2025Q2
0002069482-25-000001,"BiomEdit, Inc.",0002069482,"10100 LANTERN ROAD, SUITE 150",,FISHERS,IN,46037,16043999,19999999,26-JUN-2025,2025Q2
0001464449-25-000003,"Corvia Medical, Inc.",0001464449,"1 Highwood Drive, Suite 300",,Tewksbury,MA,01876,8860552,11087670,25-JUN-2025,2025Q2
0001096906-25-001016,Precision Sensing SPC,0002015621,700 ELM ST,,EDMONDS,WA,98020,204900,Indefinite,24-JUN-2025,2025Q2
0001741062-25-000002,"Arthrosi Therapeutics, Inc.",0001741062,"23052 ALCALDE DRIVE, SUITE A",,LAGUNA HILLS,CA,92653,60869972,153110000,24-JUN-2025,2025Q2
0001213900-25-056753,Fleming Holding LLC,0002074285,228 E 45TH STREET,RM 9E,NEW YORK,NY,10017,0,Indefinite,23-JUN-2025,2025Q2
0001104659-25-061665,"Synaptogenix, Inc.",0001571934,1185 AVENUE OF THE AMERICAS,3RD FLOOR,NEW YORK,NY,10036,5500000,5500000,23-JUN-2025,2025Q2
0001213900-25-056691,PolyPid Ltd.,0001611842,18 HASIVIM STREET,,PETACH TIKVA,L3,495376,26692799,26692799,23-JUN-2025,2025Q2
0002073396-25-000002,Bodark Investment Group LP,0002073396,6601 HILLCREST AVENUE,#E-373,DALLAS,TX,75205,3250000,27500000,23-JUN-2025,2025Q2
0001641172-25-015841,"Indaptus Therapeutics, Inc.",0001857044,3 COLUMBUS CIRCLE,,NEW YORK,NY,10019,2314800,5000000,20-JUN-2025,2025Q2
0001746685-25-000002,"Simcha Therapeutics Holding Company, LLC",0001746685,157 Church Street,19th Floor,NEW HAVEN,CT,06510,7110934,10000000,20-JUN-2025,2025Q2
0001214659-25-009397,GOLDEN SUNRISE NUTRACEUTICAL INC,0001705521,219 NORTH E STREET,,PORTERVILLE,CA,93257,0,Indefinite,20-JUN-2025,2025Q2
0001529224-25-000001,"GeneCentric Therapeutics, Inc.",0001529224,100 CAPITOLA DRIVE,SUITE 275,DURHAM,NC,27713,1999967,5000000,20-JUN-2025,2025Q2
0002069952-25-000001,Lumina Pharmaceuticals Inc.,0002069952,1 HUNTINGTON AVE. #1802,,BOSTON,MA,02116,2000000,2000000,20-JUN-2025,2025Q2
0001626370-25-000002,"Inomagen Therapeutics, Inc.",0001626370,1375 W Fulton Street,Ste 650,CHICAGO,IL,60607,140000,3778984,20-JUN-2025,2025Q2
0002073451-25-000001,Koyo Sciences Inc.,0002073451,146 WINTHROP ROAD,,BROOKLINE,MA,02445,1278225,20366531,18-JUN-2025,2025Q2
0002072571-25-000001,"Oro Muscles, Inc.",0002072571,2412 Irwin Street,,Melbourne,FL,32901,1575000,2600000,18-JUN-2025,2025Q2
0001231919-25-000075,"EPOCH Epigenetics, Inc.",0002068186,4 N. MARTIN LUTHER KING JR. BLVD.,FLOOR 3,BALTIMORE,MD,21201,72500,3000000,16-JUN-2025,2025Q2
0001080368-25-000012,"AltrixBio, Inc.",0002040517,110 Canal Street,4th Floor,Lowell,MA,01852,1150015,10000000,13-JUN-2025,2025Q2
0001857448-25-000002,"Maxona Pharmaceuticals, Inc.",0001857448,101 Lindenwood Drive,Suite 225,Malvern,PA,19355,900163,5000000,13-JUN-2025,2025Q2
0002071109-25-000001,Enquyst Technologies Inc.,0002071109,"600 SUFFOLK STREET, 2ND FLOOR",,LOWELL,MA,01854,6000000,20300000,13-JUN-2025,2025Q2
0001787792-25-000005,"Fisher Wallace Laboratories, Inc.",0001787792,"630 FLUSHING AVENUE, BOX 104",,BROOKLYN,NY,11206,0,5000000,13-JUN-2025,2025Q2
0002072544-25-000001,"BioCurie, Inc.",0002072544,112 SOUTH FRENCH STREET,,WILMINGTON,DE,19801,500000,3000000,12-JUN-2025,2025Q2
0001708503-25-000003,Neuralink Corp.,0001708503,7400 PASEO PADRE PARKWAY,,FREMONT,CA,94555,649000093,649000093,12-JUN-2025,2025Q2
0001118679-25-000004,TARGEPEUTICS INC,0001118679,1214 RESEARCH BLVD.,SUITE 1011,HUMMELSTOWN,PA,17036,200000,2300000,12-JUN-2025,2025Q2
0001457915-25-000003,"GRADALIS, INC.",0001457915,2545 Golden Bear Drive,Suite 110,Carrollton,TX,75006,12725000,30000000,12-JUN-2025,2025Q2
0002065988-25-000001,Aevumed Inc.,0002065988,109 GREAT VALLEY PARKWAY,,MALVERN,PA,19355,305000,305000,12-JUN-2025,2025Q2
0001703427-25-000001,"OneSkin, Inc.",0001703427,953 INDIANA STREET,,SAN FRANCISCO,CA,94107,20359280,20359280,12-JUN-2025,2025Q2
0001641172-25-014683,"Vitro Biopharma, Inc.",0000793171,4621 TECHNOLOGY DR.,,GOLDEN,CO,80403,100000,15000000,11-JUN-2025,2025Q2
0001729963-25-000002,"Pharmazz, Inc.",0001729963,50 W 75TH ST,STE 105,WILLOWBROOK,IL,60527,10037500,25037500,11-JUN-2025,2025Q2
0001999371-25-007554,Etheros Pharmaceuticals Corp.,0002005132,111 10TH AVE S,STE 110,NASHVILLE,TN,37203,600000,600000,10-JUN-2025,2025Q2
0002039132-25-000001,Origin Endoscopy Inc.,0002039132,9800 PYRAMID CT,SUITE 400,ENGLEWOOD,CO,80112,2340326,2639279,10-JUN-2025,2025Q2
0001848749-25-000003,"IVIEW Therapeutics, Inc.",0001848749,5 Cedar Brook Drive,,Cranbury,NJ,08512,9177371,15000000,10-JUN-2025,2025Q2
0002071840-25-000001,Valorem Biotech LLC,0002071840,3616 PAWNEE PASS S.,,AUSTIN,TX,78738,141150,141150,10-JUN-2025,2025Q2
0002068909-25-000001,X-Tension Inc,0002068909,100 POPULATIC STREET,,FRANKLIN,MA,02038,2250002,2250002,09-JUN-2025,2025Q2
0001715931-25-000002,Cristcot LLC,0001715931,9 DAMONMILL SQUARE,SUITE 4A,CONCORD,MA,01742,10473043,55000000,06-JUN-2025,2025Q2
0001796280-25-000001,"Oric Pharmaceuticals, Inc.",0001796280,240 E. GRAND AVE.,2ND FLOOR,SOUTH SAN FRANCISCO,CA,94080,125000000,125000000,06-JUN-2025,2025Q2
0001576423-25-000004,Fedora Pharmaceuticals Inc.,0001576423,11629 105 AVENUE NW,,EDMONTON,A0,T5H 092,895076,7239326,06-JUN-2025,2025Q2
0002071358-25-000001,"Gateway Biotechnology, Inc.",0002071358,3805 STONEY BROOK DRIVE,,DURHAM,NC,27705,633000,2400000,05-JUN-2025,2025Q2
0001865556-25-000001,"ClearNote Health, Inc.",0001865556,10578 SCIENCE CENTER DRIVE,SUITE 210,SAN DIEGO,CA,92121,21784827,60534812,05-JUN-2025,2025Q2
0001855888-25-000001,"ASCENDIA PHARMACEUTICALS, INC.",0001855888,661 US HIGHWAY ONE,UNIT B,NEW BRUNSWICK,NJ,08902,2500000,2500000,04-JUN-2025,2025Q2
0000892712-25-000073,"TUNDRA TARGETED THERAPEUTICS, INC.",0002070659,503 S PROSPECT AVE,,MADISON,WI,53711,443500,3000000,03-JUN-2025,2025Q2
0001772435-25-000003,Betaliq Inc,0001772435,905 E Martin Luther King Jr. Drive,Suite 240,Tarpon Springs,FL,34689,416270,5000000,02-JUN-2025,2025Q2
0001543256-25-000002,"Immunomic Therapeutics, Inc.",0001543256,"ATTN: Erin Duffy, 15010 BROSCHART RD.",SUITE 250,ROCKVILLE,MD,20850,6500000,16000000,02-JUN-2025,2025Q2
0001735726-25-000005,"OncoNano Medicine, Inc.",0001735726,3060 Pegasus Park Drive,,Dallas,TX,75247,12698061,12698061,02-JUN-2025,2025Q2
0001288320-25-000004,"Vascular Perfusion Solutions, Inc.",0001779735,"8647 WURZBACH ROAD, SUITE J-200",,SAN ANTONIO,TX,78240,147017491,343766315,30-MAY-2025,2025Q2
0001913044-25-000002,"Macrotope, Inc.",0001913044,158 SPRINGDALE ROAD,,PRINCETON,NJ,08540,400000,1000000,30-MAY-2025,2025Q2
0002021597-25-000002,"C2N Diagnostics, LLC",0002021597,4340 DUNCAN AVENUE,,ST. LOUIS,MO,63110,9999891,9999891,30-MAY-2025,2025Q2
0001641172-25-012694,"Imunon, Inc.",0000749647,997 LENOX DRIVE,SUITE 100,LAWRENCEVILLE,NJ,08648-2311,3250001,3250001,28-MAY-2025,2025Q2
0001887812-25-000002,Liquet Medical Inc.,0001887812,5619 COUNTRY HILLS LANE,,GLEN ALLEN,VA,23059,1058000,1500000,28-MAY-2025,2025Q2
0001641172-25-012480,"GT Biopharma, Inc.",0000109657,505 MONTGOMERY STREET,10TH FLOOR,SAN FRANCISCO,CA,94111,5950000,5950000,27-MAY-2025,2025Q2
0001977463-25-000003,"Hoofprint Biome, Inc.",0001977463,840 OVAL DRIVE,,RALEIGH,NC,27606,15029995,16000000,27-MAY-2025,2025Q2
0001664615-25-000003,"Intus Biosciences, LLC",0001664615,400 FARMINGTON AVENUE,,FARMINGTON,CT,06032,1089996,3000000,27-MAY-2025,2025Q2
0002067625-25-000001,"Branch Therapeutics, Inc.",0002067625,2450 HOLCOMBE BLVD,TMCI PARTNERS OFFICE 1.319,HOUSTON,TX,77021,3999994,3999994,23-MAY-2025,2025Q2
0001750036-25-000002,"iOncologi, Inc.",0001750036,2534 SW 115th Drive,,GAINESVILLE,FL,32608,250000,12000000,23-MAY-2025,2025Q2
0002069873-25-000001,"COURAGE THERAPEUTICS, INC.",0002069873,64 HOMER STREET,,NEWTON,MA,02459,4510963,10485718,22-MAY-2025,2025Q2
0001657701-25-000002,"Mitotherapeutix, LLC",0001657701,4 Research Drive,,Woodbridge,CT,06525,2967643,2967643,22-MAY-2025,2025Q2
0001807161-25-000003,"AutoIVF, Inc.",0001807161,"22 STRATHMORE ROAD, SUITE 317",,NATICK,MA,01760,5000000,5000000,22-MAY-2025,2025Q2
0002069497-25-000002,"Aloft Biotechnologies, Inc.",0002069497,"12085 RESEARCH DRIVE, LAB 185",,ALACHUA,FL,32615,130000,300000,21-MAY-2025,2025Q2
0001752530-25-000003,"ReAlta Life Sciences, Inc.",0001752530,"5665 LOWERY ROAD, SUITE 100",,NORFOLK,VA,23502,25000141,25000141,21-MAY-2025,2025Q2
0002066102-25-000002,"NeuroQuest Development Center, Inc.",0002066102,2032 COSGROVE AVE.,,NORTH CHARLESTON,SC,29405,750000,2000000,19-MAY-2025,2025Q2
0001939582-25-000002,"MSKAi, LLC",0001939582,"1779 Kirby Parkway, Suite 1-208",,MEMPHIS,TN,38138,375000,650000,19-MAY-2025,2025Q2
0001816168-25-000003,"ENCOMPASS TECHNOLOGIES, INC.",0001816168,2730 N. Deer Run Rd,,Carson City,NV,89701,40251391,60251387,19-MAY-2025,2025Q2
0002059043-25-000002,"Antares Therapeutics, Inc.",0002059043,"ONE WINTHROP SQUARE, SUITE 400",,BOSTON,MA,02110,30000000,136650000,15-MAY-2025,2025Q2
0001990659-25-000002,FORE US Bio Inc.,0001990659,3675 MARKET STREET,SUITE 200,PHILADELPHIA,PA,19104,37443239,46024857,15-MAY-2025,2025Q2
0001104659-25-049376,MetaVia Inc.,0001638287,545 CONCORD AVENUE,SUITE 210,CAMBRIDGE,MA,02138,10000000,10000000,15-MAY-2025,2025Q2
0001977037-25-000002,"NewLimit, Inc.",0001977037,901 Gateway Boulevard,,South San Francisco,CA,94080,129799764,129999762,15-MAY-2025,2025Q2
0002067583-25-000002,Crosslink Therapeutics Inc.,0002067583,349-351 NEWBURY STREET,,BOSTON,MA,02115,4250000,8000000,15-MAY-2025,2025Q2
0002068220-25-000001,Mind Pharmaceuticals Corp,0002068220,"12-R, 100 YORK STREET",,NEW HAVEN,CT,06511,50000,8000000,15-MAY-2025,2025Q2
0002067960-25-000002,Frontier Health LLC,0002067960,1350 EAST FLAMINGO ROAD #67,,LAS VEGAS,NV,89119,1900000,Indefinite,14-MAY-2025,2025Q2
0000935836-25-000325,"Vesicor Therapeutics, Inc.",0001993074,"207 S. SANTA ANITA STREET, SUITE P-15",,SAN GABRIEL,CA,91776,515000,3000000,14-MAY-2025,2025Q2
0002019000-25-000002,"Orthopedic Driven Imaging, LLC",0002019000,9575 NEVADA TRAIL,,MISSOULA,MT,59808,0,2750000,13-MAY-2025,2025Q2
0002060458-25-000001,"Arthrotak, LLC",0002060458,9575 NEVADA TRAIL,,MISSOULA,MT,59808,0,1500000,13-MAY-2025,2025Q2
0001814509-25-000002,Trailhead Biosystems Inc.,0001814509,23215 COMMERCE PARK ROAD,,BEACHWOOD,OH,44122,20000000,20500000,12-MAY-2025,2025Q2
0002039609-25-000001,"Sentonix, Inc.",0002039609,1167 MASSACHUSETTS AVE,,ARLINGTON,MA,02476,6499590,10500000,12-MAY-2025,2025Q2
0001709409-25-000006,"VuEssence, Inc.",0001675398,17633 GUNN HIGHWAY,STE 107,ODESSA,FL,33556,47500,250000,12-MAY-2025,2025Q2
0001990762-25-000001,"Biostate AI, Inc",0001990762,"7505 Fannin St., Suite 610",,Houston,TX,77054,4178899,13000000,12-MAY-2025,2025Q2
0001705898-25-000002,"PATH EX, Inc.",0001705898,"2450 HOLCOMBE BLVD., STE J",,HOUSTON,TX,77021,8208948,8208948,09-MAY-2025,2025Q2
0002067551-25-000001,Anavatos Bio Inc.,0002067551,2314 NORTH 46TH STREET,,SEATTLE,WA,98103,42500,Indefinite,09-MAY-2025,2025Q2
0001626533-25-000003,Stimcell Energetics Inc.,0001493712,"820 - 1130 PENDER STREET, WEST",,VANCOUVER,A1,V6E 4A4,15000,15000,09-MAY-2025,2025Q2
0001231919-25-000045,"TriSalus Life Sciences, Inc.",0001826667,6272 WEST 91ST AVENUE,,WESTMINSTER,CO,80031,22000000,22000000,08-MAY-2025,2025Q2
0002059988-25-000001,"Stork Therapeutics, Inc.",0002059988,325 15TH AVENUE,,SAN FRANCISCO,CA,94118,1345000,2725000,08-MAY-2025,2025Q2
0001691855-25-000002,"Trefoil Therapeutics, Inc.",0001691855,c/o Dodson and Dodson,14417 Ranch Trail Drive,El Cajon,CA,92021,4559996,5000000,07-MAY-2025,2025Q2
0001521898-25-000001,"LUMICELL, INC.",0001521898,275 WASHINGTON STREET,STE. 200,NEWTON,MA,02458,198128718,Indefinite,06-MAY-2025,2025Q2
0001123292-25-000198,"OncoResponse, Inc",0001655774,609 MAIN STREET,SUITE 4200,HOUSTON,TX,77002,5999138,Indefinite,06-MAY-2025,2025Q2
0002002988-25-000002,"Retension Pharmaceuticals, Inc.",0002002988,"C/O REDUX THERAPEUTICS, LLC",902 TURKEY RUN ROAD,MCLEAN,VA,22101,12288567,20000000,06-MAY-2025,2025Q2
0001470831-25-000015,"CERO THERAPEUTICS HOLDINGS, INC.",0001870404,201 HASKINS WAY,SUITE 230,SOUTH SAN FRANCISCO,CA,94080,5000000,8000000,06-MAY-2025,2025Q2
0001123292-25-000190,Mind Medicine (MindMed) Inc.,0001813814,One World Trade Center,Suite 8500,New York,NY,10007,7000000,7000000,05-MAY-2025,2025Q2
0002066789-25-000001,Belakin Health Technology Ltd,0002066789,"RM D07,8/F KAI TAK FTY BLDG NO. 99",KING FUK ST SAN PO KONG HONG KONG,HONGKONG,K3,999077,0,5000000,05-MAY-2025,2025Q2
0001639837-25-000001,Trethera Corp,0001639837,13547 Ventura Blvd.,Suite 363,Sherman Oaks,CA,91423-3825,250000,5000000,02-MAY-2025,2025Q2
0002065545-25-000001,"Salve Therapeutics, Inc.",0002065545,461 W 6TH ST,SUITE 201,SAN PEDRO,CA,90731,12500,687500,02-MAY-2025,2025Q2
0002052216-25-000001,Red Sky Health Corp,0002052216,30405 SOLON ROAD,SUITE 14,SOLON,OH,44139,3459838,3459838,02-MAY-2025,2025Q2
0001967854-25-000001,"Pathos AI, Inc.",0001967854,600 W. CHICAGO AVE.,SUITE 510,CHICAGO,IL,60654,282999950,399999933,01-MAY-2025,2025Q2
0002065976-25-000001,"Axitan Holdings, Inc.",0002065976,25 MADICO DR.,,COMER,GA,30629,500000,500000,29-APR-2025,2025Q2
