Establishment Name,"City, State/Zip",FEI,Establishment Status
"Paragon Bioservices, Inc.","Baltimore, Maryland / 21201",3009195019.0,Inactive
Park Avenue Fertility and Reproductive Medicine,"Trumbull, Connecticut / 06611",3005681141.0,Registered
Partners for Fertility and IVF,"Vienna, Virginia / 22182",3003937760.0,Inactive
"Pavia Cord Blood Bank, Transfusion Medicine Dept., Fondazione IRCCS Policlinico San Matteo","Pavia, / 27100",3006717032.0,Inactive
Peach State Medical Practice PC dba Kindbody NC,"Charlotte, North Carolina / 28207",3038446396.0,Registered
Peach State Medical Practice PC dba Kindbody of Maryland,"North Bethesda, Maryland / 20852",3026274740.0,Inactive
"Peach State Medical Practice, P.C. dba Kindbody of DC Medical Practice","Washington, District of Columbia / 20036",3023525685.0,Registered
"Peach State Medical Practice, PC DBA Kindbody of MN Medical Practice","Minneapolis, Minnesota / 55401",3021509579.0,Registered
Penn Fertility Care - Lancaster General Health,"Lancaster, Pennsylvania / 17601",3018113732.0,Registered
Penn State Health Milton S. Hershey Medical Center,"Hershey, Pennsylvania / 17033",3003940926.0,Registered
Perch Fertility LLC,"Englewood Cliffs, New Jersey / 07632",3035002302.0,Registered
"Pescara Cord Blood Bank, UOS Istituto dei Tessuti e Biobanche","Pescara, / 65124",3007953188.0,Inactive
Peter Charles Klatsky MD Inc,"Sunnyvale, California / 94085",3017149947.0,Registered
Peter Charles Klatsky MD Inc,"San Francisco, California / 94109",3012084065.0,Registered
"Peter Charles Klatsky, M.D. Fertility, P.C.","New York, New York / 10036",3018735656.0,Registered
"Peter Charles Klatsky, MD Fertility P.C.","Garden City, New York / 11530",3038193960.0,Registered
Peter Klatsky MD Inc,"Oakland, California / 94612",3015136849.0,Registered
"Peter Klatsky, MD Oregon, PC","Portland, Oregon / 97209",3030240691.0,Registered
"Philip R. Lesorgen, M.D.","Englewood, New Jersey / 07631",3006975405.0,Inactive
Phoebe Putney Cancer Center,"Albany, Georgia / 31701",3007014314.0,Inactive
"Piedmont Reproductive Endocrinology Group, LLC","Asheville, North Carolina / 28803",3007372612.0,Registered
"Piedmont Reproductive Endocrinology Group, LLC","West Columbia, South Carolina / 29169",3013611101.0,Registered
"Piedmont Reproductive Endocrinology Group, LLC","Summerville, South Carolina / 29486",3018694215.0,Registered
"Piedmont Reproductive Endocrinology Group, LLC","Greenville, South Carolina / 29615",3005144056.0,Registered
"Piedmont Reproductive Endocrinology Group, PA","Spartanburg, South Carolina / 29303",3007479640.0,Inactive
Pinnacle Fertility Labs New York,"New York, New York / 10022",3027263707.0,Registered
Pinnacle Fertility Management DBA Pinnacle IVF,"Atlanta, Georgia / 30309",3030457837.0,Registered
"Pinnacle Transplant Technologies, LLC","Phoenix, Arizona / 85027",3008927553.0,Registered
Pittsburgh Cryobank,"Pittsburgh, Pennsylvania / 15213",3003432844.0,Inactive
"Plakous Therapeutics, Inc","Winston-Salem,, North Carolina / 27103",3012822360.0,Inactive
"Plano IVF, LLC","Plano, Texas / 75093",3008808079.0,Registered
"PolarityTE MD, Inc.","Augusta, Georgia / 30909",3017124380.0,Inactive
"PolarityTE MD, Inc.","Salt Lake City, Utah / 84104",3014453293.0,Inactive
Polcz Fertility Lab,"Boynton Beach, Florida / 33472",3003926583.0,Registered
Polish Stem Cell Bank,"Warsaw, / 00-867",3013178250.0,Registered
PolyRegen Lab One LLC,"Alpharetta, Georgia / 30005",3027872832.0,Inactive
"Poma Fertility, LLC","Kirkland, Washington / 98034",3010135946.0,Registered
"Ponya Therapeutics, LLC","Brookhaven, Georgia / 30329",3024253503.0,Registered
Positive Steps Fertility,"Madison, Mississippi / 39110",3014109591.0,Registered
Positive Steps Fertility Shreveport,"Shreveport, Louisiana / 71106",3018838143.0,Registered
Positive Steps Gulfport,"Gulfport, Mississippi / 39507",3027458198.0,Registered
Pozitivf Fertility Houston,"Houston, Texas / 77054",3038702849.0,Registered
Pozitivf Fertility. PLLC,"San Antonio, Texas / 78249",3023170187.0,Registered
"Precigen, Inc.","GERMANTOWN, Maryland / 20876",3014429654.0,Inactive
Precision Ocular Network - Clemmons,"Clemmons, North Carolina / 27012",3001237888.0,Registered
Precision Ocular Network - Manor,"Manor, Texas / 78653",3001238012.0,Registered
Precision Ocular Network-Birmingham,"Birmingham, Alabama / 35209-3070",3001236642.0,Registered
Precision Ocular Network-Metairie,"Metairie, Louisiana / 70006",3000215034.0,Registered
Premier Fertility Center,"High Point, North Carolina / 27265",3006341512.0,Inactive
Premier Sperm Donors LLC,"Los Angeles, California / 90025",3030595020.0,Registered
Premier Sperm Donors LLC,"Los Angeles, California / 90025",3035258171.0,Inactive
"PrimeGen Biotech, LLC dba ReproCyte","Santa Ana, California / 92705",3005592172.0,Inactive
"Princess Margaret Cancer Center, University Health Network","Toronto, Ontario, / M5G 2M9",3007953182.0,Registered
Processing Laboratory Hematology UZ Leuven,"Leuven, / 3000",3004978104.0,Registered
Procrearte IARA S.R.L.,"La Plata, / B1900",3022485945.0,Registered
Procrearte S.A.,"Buenos Aires, / C1032 ABU",3022485949.0,Registered
"Procreative CryoBank, LLC","Town & Country, Missouri / 63131",3003934687.0,Inactive
Progenics Cord Blood Cryobank Inc.,"Toronto, / M2K 2Z3",3008834204.0,Registered
"Promethean LifeSciences, Inc.","Pittsburgh, Pennsylvania / 15219",3003380161.0,Registered
Promethera Biosciences LLC,"Durham, North Carolina / 27713",3006208677.0,Inactive
"Prospect CharterCare RWMC, LLC d/b/a Roger Williams Medical Center","Providence, Rhode Island / 02908",1273676.0,Registered
Provenience Bioscience,"Menlo Park, California / 94025",3010666951.0,Inactive
"Provia Laboratories, LLC","Littleton, Massachusetts / 01460",3008927085.0,Inactive
"Provida, Banco de Sangre Umbilical","San Jose, / 10103",3005347777.0,Inactive
Providence Portland Medical Center,"Portland, Oregon / 97213",3074931.0,Registered
Providence Therapeutics Holdings LLC,"Tampa, Florida / 33611",3035551450.0,Registered
Puerto Rico Fertility And Reproductive Center,"Bayamon, / 00961-7028",3005130779.0,Registered
QPS Missouri Cell Therapy Services,"Springfield, Missouri / 65807",3036440354.0,Inactive
QualTex Laboratories,"San Antonio, Texas / 78201",3006339676.0,Registered
"Quality Bioresources, Inc.","Seguin, Texas / 78155",1000117860.0,Inactive
Queen Elizabeth Hospital,"Hong Kong, / 0000",3003138297.0,Inactive
Queen Mary Hospital,"Hong Kong, / 0000",3007953179.0,Inactive
Quest Diagnostics at Hackensack University Medical Center,"Hackensack, New Jersey / 07601",2271937.0,Registered
Quillen Fertility and Women's Services,"Johnson City, Tennessee / 37604",3006847501.0,Inactive
"R&D Systems, Inc / Bio-Techne","Minneapolis, Minnesota / 55414",3015171897.0,Inactive
RAPRUI S.R.L.,"ROME, / 00195",3025587433.0,Inactive
"RDDAUGHERTY,LLC","Vevay, Indiana / 47043",3030255871.0,Inactive
"REI Division, Brooke Army Medical Center","Fort Sam Houston, Texas / 78234",3012347337.0,Registered
RFC Family IVF Center of Beverly Hills,"Los Angeles, California / 90048",3022408112.0,Registered
RMA Long Island IVF,"Melville, New York / 11747",3007067646.0,Registered
"RMG ART Laboratories, LLC","Tampa, Florida / 33617",3004586723.0,Registered
"RTI Surgical, Inc.","Allendale, New Jersey / 07401",3010125299.0,Inactive
"RTI Surgical, Inc. (also dba RTI Biologics, Inc.)","Alachua, Florida / 32615",3002719998.0,Registered
Radboud University Medical Centre,"Nijmegen, / 6525 GA",3004547357.0,Registered
"Radiance Fertility, LLC","Mars, Pennsylvania / 16046",3033157813.0,Registered
Rady Children's Hospital San Diego,"San Diego, California / 92123",3005405899.0,Registered
Randy Morris MD SC,"Naperville, Illinois / 60540",3005235481.0,Registered
Re-Gen Active Lab Inc.,"Irving, Texas / 75038",3015174203.0,Registered
Reach Fertility,"Charlotte, North Carolina / 28207",3005289566.0,Registered
Red Rock Fertility Center,"Las Vegas, Nevada / 89148",3006777148.0,Registered
"Reena Jabamoni, M.D., S.C.","Hoffman Estates, Illinois / 60169",3003966343.0,Inactive
RegenMed,"Thunder Bay, / P7A 7T1",,Inactive
"RegenTX Partners, LLC","San Antonio, Texas / 78232",3030588853.0,Registered
"RegenTX Partners, LLC","San Antonio, Texas / 78249",3014721377.0,Registered
Regenative Labs LLC,"Pensacola, Florida / 32502",3014360010.0,Inactive
"Regenbio, Inc","Gimpo-si, / 10090",3016053684.0,Inactive
Regenerative Medicine Laboratory Solutions,"Madison, Wisconsin / 53719",3010691002.0,Registered
"Regenerative Processing Plant, LLC","Palm Harbor, Florida / 34684",3011320041.0,Inactive
Regenerelle LLC,"Fairport, New York / 14450",3018739857.0,Registered
Regional Cancer Care Associates,"Hackensack, New Jersey / 07601",3008938229.0,Registered
Regional One Health Reproductive Medicine Center,"Memphis, Tennessee / 38119",3010125690.0,Inactive
"Rejoice IVF Lab, LLC","Knoxville, Tennessee / 37934",3004424819.0,Registered
Rejuvenating Fertility Center,"New York, New York / 10019",3018807382.0,Registered
Rejuvenating Fertility Center PLLC,"Westport, Connecticut / 06880",3027287618.0,Registered
"Rejuvenating Fertility LI, PLLC","Jericho, New York / 11753",3025507178.0,Registered
RenatiLabs Inc,"Walton, Kentucky / 41094",3019300800.0,Inactive
"Rene B. Allen, M.D., Professional Corporation (dba Santa Barbara Fertility Center)","Santa Barbara, California / 93103",3007793483.0,Registered
"Repro Lab, Inc","New York, New York / 10016",3000974212.0,Registered
ReproMedica s.r.o,"Bratislava, / 81104",,Pre-registered
ReproVida S.A.,"Belgrano, / C1428BLR",3031610839.0,Inactive
Reproductive Associates of Delaware,"Newark, Delaware / 19713",3004465682.0,Registered
Reproductive Biology Associates,"Sandy Springs, Georgia / 30342",3003807093.0,Registered
"Reproductive Care Center, LLC","Idaho Falls, Idaho / 83404",3013957824.0,Inactive
"Reproductive Care Center, LLC","Sandy, Utah / 84092",3005188109.0,Registered
"Reproductive Care of Indiana, PC","Indianapolis, Indiana / 46280",3007055959.0,Registered
Reproductive Center of Central New Jersey,"South Plainfield, New Jersey / 07080",3006399783.0,Inactive
Reproductive Centers of America,"Shelton, Connecticut / 06484",3041695918.0,Registered
"Reproductive Diagnostics, Inc.","Columbus, Ohio / 43214",3003409945.0,Inactive
Reproductive Endocrine Center Sperm Physiology Laboratory,"Orange, Connecticut / 06477",3005374803.0,Registered
Reproductive Endocrinology & Infertility Specialists,"Bethlehem, Pennsylvania / 18017",3003941010.0,Inactive
Reproductive Endocrinology & Infertility Specialists,"Allentown, Pennsylvania / 18104",3003940989.0,Inactive
"Reproductive Endocrinology Associates, S.C.","Springfield, Illinois / 62702",3004743929.0,Inactive
Reproductive Genetic Innovations,"Northbrook, Illinois / 60062",3000205540.0,Registered
"Reproductive Genetics Clinic ""Victoria""","Kyiv, / 04070",3014158358.0,Inactive
"Reproductive Genetics and Fertility Centers, PLLC","Tacoma, Washington / 98405",3003973139.0,Inactive
Reproductive Gynecology Laboratories,"Akron, Ohio / 44304",3003928276.0,Registered
"Reproductive Gynecology Labs, Columbus","Westerville, Ohio / 43082",3008808150.0,Registered
Reproductive Health Specialists,"Joliet, Illinois / 60435",3003966346.0,Inactive
Reproductive Health Specialists,"Omaha, Nebraska / 68022",3003934477.0,Registered
Reproductive Health and Fertility Center,"Madison, Wisconsin / 53714",3006410214.0,Inactive
Reproductive Health and Wellness Center,"Laguna Hills, California / 92653",3016690650.0,Registered
Reproductive Institute of South Texas,"McAllen, Texas / 78503",3004611200.0,Inactive
Reproductive Medicine & Infertility Associates,"Woodbury, Minnesota / 55125",3003980987.0,Registered
Reproductive Medicine & Infertility Associates,"Edina, Minnesota / 55435",3008285542.0,Inactive
Reproductive Medicine Associates of Central Pennsylvania,"Mechanicsburg, Pennsylvania / 17050",3010123143.0,Inactive
Reproductive Medicine Associates of Florida,"Lake Mary, Florida / 32746",3013789505.0,Registered
"Reproductive Medicine Associates of Houston, PLLC","Houston, Texas / 77006",3025508679.0,Registered
Reproductive Medicine Associates of Lehigh Valley,"Allentown, Pennsylvania / 18104",3007351297.0,Registered
Reproductive Medicine Associates of Michigan,"Troy, Michigan / 48084",3006213656.0,Registered
Reproductive Medicine Associates of New Jersey,"Basking Ridge, New Jersey / 07920",3003988092.0,Registered
Reproductive Medicine Associates of New Jersey,"Marlton, New Jersey / 08053",3017585297.0,Registered
Reproductive Medicine Associates of New Jersey,"Marlton, New Jersey / 08503",,Inactive
Reproductive Medicine Associates of New Jersey Eatontown,"Eatontown, New Jersey / 07724",3029755536.0,Registered
Reproductive Medicine Associates of New York at Westchester PLLC.,"Mount Kisco, New York / 10549",3020917589.0,Registered
"Reproductive Medicine Associates of New York, LLP","New York, New York / 10022",3003972371.0,Registered
"Reproductive Medicine Associates of New York, LLP","Brooklyn, New York / 11201",3020923866.0,Registered
Reproductive Medicine Associates of Northern California,"San Francisco, California / 94105",3015136844.0,Registered
Reproductive Medicine Associates of Philadelphia,"Blue Bell, Pennsylvania / 19422",3007340918.0,Inactive
"Reproductive Medicine Associates of Philadelphia, P.C.","Abington, Pennsylvania / 19001",3005191316.0,Registered
"Reproductive Medicine Associates of Philadelphia, P.C.","Langhorne, Pennsylvania / 19047",3007936041.0,Registered
"Reproductive Medicine Associates of Philadelphia, P.C.","Wayne, Pennsylvania / 19087",3008773451.0,Registered
"Reproductive Medicine Associates of Philadelphia, P.C.","Philadelphia, Pennsylvania / 19107",3007340959.0,Registered
Reproductive Medicine Associates of San Diego,"San Diego, California / 92121",3017397143.0,Registered
Reproductive Medicine Associates of Southern California,"Los Angeles, California / 90064",3013953811.0,Registered
Reproductive Medicine Institute,"Northbrook, Illinois / 60062",3013666705.0,Inactive
Reproductive Medicine Institute,"Skokie, Illinois / 60076",3003966270.0,Registered
Reproductive Medicine Institute,"Oak Brook, Illinois / 60523",3003966445.0,Registered
Reproductive Medicine Institute,"Naperville, Illinois / 60563",3013666695.0,Registered
Reproductive Medicine Institute,"Chicago, Illinois / 60611",3009383018.0,Registered
"Reproductive Medicine Institute IVF, LLC","Orlando, Florida / 32807",3009273413.0,Inactive
Reproductive Partners Medical Group,"Torrance, California / 90505",3003313091.0,Registered
Reproductive Partners Medical Group,"Long Beach, California / 92808",3003942581.0,Registered
"Reproductive Partners Medical Group - La Jolla, Inc","La Jolla, California / 92037",3003942591.0,Registered
Reproductive Partners Medical Group Beverly Hills,"Beverly Hills, California / 90211",3028014851.0,Registered
Reproductive Resources,"Metairie, Louisiana / 70006",3003414712.0,Registered
Reproductive Science Center of NJ,"Eatontown, New Jersey / 07724",3005103245.0,Registered
Reproductive Science Center of the San Francisco Bay Area A Medical Corporation,"Menlo Park, California / 94025",3038199246.0,Registered
Reproductive Science Center of the San Francisco Bay Area A Medical Corporation,"Orinda, California / 94563",3007376346.0,Inactive
Reproductive Science Center of the San Francisco Bay Area A Medical Corporation,"San Ramon, California / 94583",3003971400.0,Registered
Reproductive Sciences Medical Center,"San Diego, California / 92130",3003942600.0,Registered
"Reproductive Solutions, LLC","Rockford, Illinois / 61107",3010934698.0,Inactive
Reproductive Specialists of the Carolinas,"Charlotte, North Carolina / 28207",3020562991.0,Registered
Reproductive Specialty Center,"Milwaukee, Wisconsin / 53211",3003981984.0,Registered
Reproductive Specialty Laboratories,"Irvine, California / 92604",3003942611.0,Inactive
"Reproductive Technologies, Inc.","Berkeley, California / 94704",3003343209.0,Registered
